Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
72754,Alpha Innovations,Social Media,Men 25-34,45 days,Website,0.05,"$13,179.00",6.29,Miami,English,601,8728,2,Outdoor Adventurers,2021-04-29
72755,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.02,"$15,325.00",7.28,Los Angeles,French,384,2625,4,Fashionistas,2021-04-30
72756,TechCorp,Display,Men 25-34,30 days,YouTube,0.06,"$12,888.00",5.19,Houston,English,860,2850,8,Foodies,2021-05-01
72757,TechCorp,Social Media,Men 25-34,60 days,YouTube,0.13,"$10,899.00",7.6,Miami,Spanish,598,1282,7,Health & Wellness,2021-05-02
72758,DataTech Solutions,Influencer,Men 25-34,60 days,Email,0.12,"$15,484.00",7.04,New York,French,548,6445,2,Outdoor Adventurers,2021-05-03
72759,NexGen Systems,Search,Women 25-34,30 days,Email,0.13,"$6,515.00",6.46,New York,German,205,9739,3,Fashionistas,2021-05-04
72760,Alpha Innovations,Email,Men 25-34,45 days,Google Ads,0.13,"$15,011.00",2.1,New York,Spanish,922,7320,4,Fashionistas,2021-05-05
72761,NexGen Systems,Social Media,Men 25-34,60 days,Google Ads,0.05,"$9,505.00",2.02,Houston,English,245,7217,7,Foodies,2021-05-06
72762,Alpha Innovations,Social Media,Women 35-44,60 days,YouTube,0.08,"$14,513.00",4.86,Miami,Spanish,855,4833,4,Outdoor Adventurers,2021-05-07
72763,NexGen Systems,Display,All Ages,30 days,Google Ads,0.04,"$12,672.00",7.99,Chicago,Mandarin,533,8756,4,Fashionistas,2021-05-08
72764,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.14,"$11,696.00",6.29,Houston,French,540,7290,2,Tech Enthusiasts,2021-05-09
72765,DataTech Solutions,Social Media,Men 25-34,30 days,Instagram,0.02,"$18,038.00",6.44,Los Angeles,German,202,5352,2,Foodies,2021-05-10
72766,TechCorp,Display,Women 35-44,30 days,Google Ads,0.06,"$8,030.00",3.76,Los Angeles,German,986,1240,1,Fashionistas,2021-05-11
72767,NexGen Systems,Influencer,Women 25-34,60 days,Facebook,0.06,"$8,192.00",5.11,Los Angeles,German,574,6045,8,Tech Enthusiasts,2021-05-12
72768,Alpha Innovations,Search,Men 25-34,45 days,Email,0.13,"$16,163.00",4.79,Los Angeles,Spanish,847,4001,10,Health & Wellness,2021-05-13
72769,TechCorp,Influencer,Women 35-44,15 days,Facebook,0.05,"$16,541.00",3.33,Los Angeles,German,701,2080,5,Health & Wellness,2021-05-14
72770,Innovate Industries,Social Media,Men 25-34,60 days,YouTube,0.02,"$11,002.00",7.56,Chicago,German,911,6333,6,Outdoor Adventurers,2021-05-15
72771,NexGen Systems,Search,Women 25-34,15 days,Instagram,0.11,"$14,229.00",5.63,Chicago,Spanish,136,6776,3,Tech Enthusiasts,2021-05-16
72772,TechCorp,Influencer,Men 18-24,60 days,YouTube,0.1,"$12,413.00",3.77,Chicago,French,138,8400,8,Fashionistas,2021-05-17
72773,TechCorp,Email,Men 25-34,15 days,Google Ads,0.02,"$9,419.00",2.7,Los Angeles,German,964,1024,3,Fashionistas,2021-05-18
72774,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.04,"$13,493.00",6.5,Miami,English,854,2118,10,Health & Wellness,2021-05-19
72775,Alpha Innovations,Display,Women 35-44,15 days,Website,0.08,"$5,910.00",6.02,Los Angeles,English,567,4556,10,Health & Wellness,2021-05-20
72776,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.13,"$12,009.00",6.37,New York,Spanish,917,4302,2,Fashionistas,2021-05-21
72777,Innovate Industries,Search,Men 18-24,15 days,YouTube,0.01,"$8,068.00",5.58,Houston,German,972,3138,5,Fashionistas,2021-05-22
72778,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.08,"$17,672.00",4.72,New York,Spanish,902,8263,7,Health & Wellness,2021-05-23
72779,Alpha Innovations,Display,All Ages,30 days,YouTube,0.13,"$17,684.00",4.58,Los Angeles,English,686,7044,7,Fashionistas,2021-05-24
72780,Innovate Industries,Email,Men 18-24,45 days,Google Ads,0.03,"$6,440.00",6.8,Chicago,English,310,3721,6,Health & Wellness,2021-05-25
72781,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.1,"$16,048.00",4.46,Chicago,French,266,7843,9,Fashionistas,2021-05-26
72782,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,0.15,"$10,760.00",4.62,Chicago,German,698,9193,6,Fashionistas,2021-05-27
72783,NexGen Systems,Search,Men 18-24,60 days,Email,0.04,"$13,834.00",7.53,Los Angeles,English,383,4542,4,Foodies,2021-05-28
72784,Alpha Innovations,Search,Women 35-44,60 days,Instagram,0.03,"$6,749.00",2.2,Houston,Mandarin,523,6872,10,Health & Wellness,2021-05-29
72785,TechCorp,Email,All Ages,60 days,Email,0.12,"$11,687.00",6.32,New York,Mandarin,422,3591,9,Fashionistas,2021-05-30
72786,DataTech Solutions,Influencer,Men 18-24,30 days,Google Ads,0.04,"$16,167.00",2.74,New York,French,706,6992,1,Health & Wellness,2021-05-31
72787,Innovate Industries,Display,Women 25-34,60 days,Instagram,0.06,"$17,201.00",7.48,Miami,German,416,7779,2,Fashionistas,2021-06-01
72788,DataTech Solutions,Display,All Ages,60 days,Email,0.12,"$5,057.00",6.57,Chicago,Spanish,732,5578,4,Foodies,2021-06-02
72789,TechCorp,Social Media,Women 35-44,60 days,YouTube,0.06,"$17,939.00",4.88,Houston,English,312,7021,3,Fashionistas,2021-06-03
72790,TechCorp,Display,Women 35-44,60 days,Facebook,0.01,"$16,118.00",3.95,Los Angeles,English,167,9943,1,Health & Wellness,2021-06-04
72791,NexGen Systems,Display,All Ages,60 days,Website,0.12,"$16,732.00",2.33,Miami,Spanish,243,2248,8,Health & Wellness,2021-06-05
72792,Innovate Industries,Email,Men 18-24,30 days,Email,0.02,"$17,080.00",5.17,Los Angeles,Mandarin,998,7813,2,Tech Enthusiasts,2021-06-06
72793,Innovate Industries,Search,Women 25-34,30 days,Website,0.02,"$18,596.00",5.07,Miami,English,392,5708,5,Tech Enthusiasts,2021-06-07
72794,NexGen Systems,Display,All Ages,15 days,Instagram,0.1,"$6,949.00",4.49,Miami,English,941,2278,7,Foodies,2021-06-08
72795,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.04,"$8,432.00",4.96,Houston,French,845,2436,3,Foodies,2021-06-09
72796,NexGen Systems,Email,Men 18-24,15 days,Website,0.05,"$13,931.00",2.49,Los Angeles,French,681,5912,10,Health & Wellness,2021-06-10
72797,TechCorp,Social Media,All Ages,30 days,Email,0.07,"$15,731.00",3.52,New York,English,628,4236,4,Outdoor Adventurers,2021-06-11
72798,TechCorp,Email,Men 18-24,45 days,Email,0.13,"$19,744.00",4.06,Miami,German,273,2195,5,Outdoor Adventurers,2021-06-12
72799,Alpha Innovations,Social Media,Women 35-44,45 days,Website,0.08,"$19,021.00",5.08,Miami,French,585,7757,4,Foodies,2021-06-13
72800,NexGen Systems,Influencer,All Ages,15 days,Google Ads,0.13,"$17,988.00",6.47,Chicago,German,298,7241,10,Health & Wellness,2021-06-14
72801,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.1,"$17,852.00",3.73,New York,German,538,5737,4,Outdoor Adventurers,2021-06-15
72802,Alpha Innovations,Display,Men 18-24,60 days,YouTube,0.02,"$8,693.00",5.02,Chicago,Spanish,860,9522,10,Foodies,2021-06-16
72803,TechCorp,Email,Men 25-34,15 days,Website,0.09,"$16,395.00",3.98,Miami,English,276,7199,1,Tech Enthusiasts,2021-06-17
72804,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,0.01,"$13,967.00",4.45,Chicago,German,242,3872,7,Foodies,2021-06-18
72805,TechCorp,Search,All Ages,45 days,YouTube,0.07,"$9,428.00",2.59,New York,Spanish,223,9894,1,Fashionistas,2021-06-19
72806,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.07,"$5,998.00",5.34,Los Angeles,Mandarin,882,6131,9,Tech Enthusiasts,2021-06-20
72807,Innovate Industries,Social Media,Men 25-34,15 days,Instagram,0.06,"$11,484.00",7.79,Chicago,Mandarin,958,1550,3,Health & Wellness,2021-06-21
72808,DataTech Solutions,Display,All Ages,60 days,Facebook,0.06,"$7,059.00",7.72,New York,French,103,9948,2,Fashionistas,2021-06-22
72809,TechCorp,Search,Men 18-24,45 days,YouTube,0.06,"$5,590.00",5.41,Houston,German,494,8960,8,Tech Enthusiasts,2021-06-23
72810,NexGen Systems,Search,Women 25-34,45 days,Instagram,0.11,"$7,565.00",3.75,Miami,Mandarin,484,4535,6,Foodies,2021-06-24
72811,DataTech Solutions,Email,Men 18-24,30 days,Instagram,0.07,"$5,334.00",7.89,Miami,German,487,6955,5,Fashionistas,2021-06-25
72812,NexGen Systems,Search,Women 35-44,60 days,Instagram,0.06,"$13,843.00",7.08,Miami,German,935,2131,8,Tech Enthusiasts,2021-06-26
72813,Alpha Innovations,Email,All Ages,15 days,Instagram,0.02,"$11,204.00",3.24,New York,German,976,2942,2,Foodies,2021-06-27
72814,DataTech Solutions,Display,All Ages,45 days,Instagram,0.05,"$9,682.00",4.0,Los Angeles,German,949,8480,6,Fashionistas,2021-06-28
72815,TechCorp,Social Media,Women 35-44,30 days,Email,0.07,"$9,929.00",6.19,Chicago,Spanish,828,5140,6,Foodies,2021-06-29
72816,NexGen Systems,Display,Men 25-34,45 days,Facebook,0.14,"$5,734.00",4.21,Miami,German,875,6426,6,Outdoor Adventurers,2021-06-30
72817,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.03,"$9,597.00",4.23,Houston,English,320,1219,7,Outdoor Adventurers,2021-07-01
72818,TechCorp,Display,Men 18-24,60 days,Google Ads,0.12,"$5,914.00",4.05,New York,French,359,2463,5,Outdoor Adventurers,2021-07-02
72819,DataTech Solutions,Search,Women 35-44,45 days,Website,0.05,"$9,957.00",3.25,Miami,Mandarin,345,1418,1,Health & Wellness,2021-07-03
72820,Alpha Innovations,Social Media,All Ages,45 days,Email,0.14,"$14,575.00",5.34,Chicago,Spanish,946,3934,8,Health & Wellness,2021-07-04
72821,DataTech Solutions,Display,All Ages,30 days,Google Ads,0.07,"$11,817.00",4.94,Chicago,Mandarin,966,3075,6,Outdoor Adventurers,2021-07-05
72822,TechCorp,Display,Women 35-44,45 days,YouTube,0.09,"$7,619.00",4.2,New York,Spanish,986,1903,6,Tech Enthusiasts,2021-07-06
72823,TechCorp,Search,Men 18-24,15 days,Google Ads,0.02,"$6,588.00",6.77,Houston,Spanish,520,6638,6,Tech Enthusiasts,2021-07-07
72824,TechCorp,Influencer,Women 35-44,15 days,Facebook,0.1,"$19,740.00",4.68,Houston,French,378,3796,6,Health & Wellness,2021-07-08
72825,DataTech Solutions,Display,Women 35-44,30 days,Website,0.06,"$8,043.00",3.43,Miami,Mandarin,941,5598,9,Fashionistas,2021-07-09
72826,Alpha Innovations,Search,Men 18-24,60 days,Facebook,0.09,"$12,984.00",4.52,Chicago,Spanish,167,9806,3,Outdoor Adventurers,2021-07-10
72827,DataTech Solutions,Search,All Ages,15 days,Facebook,0.1,"$12,915.00",2.59,Los Angeles,French,758,9286,1,Tech Enthusiasts,2021-07-11
72828,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.04,"$5,522.00",5.24,Miami,German,169,4573,9,Tech Enthusiasts,2021-07-12
72829,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,0.12,"$10,979.00",2.48,Los Angeles,French,422,6748,1,Outdoor Adventurers,2021-07-13
72830,Alpha Innovations,Email,Women 35-44,15 days,Email,0.12,"$11,151.00",6.39,Los Angeles,Mandarin,205,9558,9,Tech Enthusiasts,2021-07-14
72831,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,0.06,"$5,901.00",7.52,Los Angeles,German,756,4889,8,Tech Enthusiasts,2021-07-15
72832,TechCorp,Influencer,Men 18-24,60 days,Email,0.01,"$16,414.00",2.35,Miami,English,526,7190,6,Fashionistas,2021-07-16
72833,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.11,"$10,087.00",4.28,Houston,English,650,1058,5,Foodies,2021-07-17
72834,Innovate Industries,Email,Women 25-34,60 days,Google Ads,0.04,"$7,372.00",5.52,Houston,French,750,6895,7,Health & Wellness,2021-07-18
72835,DataTech Solutions,Email,Women 25-34,15 days,Facebook,0.04,"$9,200.00",3.78,Houston,English,756,8676,4,Foodies,2021-07-19
72836,DataTech Solutions,Email,Men 25-34,60 days,Google Ads,0.1,"$7,229.00",2.69,Los Angeles,English,577,5122,3,Foodies,2021-07-20
72837,DataTech Solutions,Display,Women 35-44,15 days,YouTube,0.13,"$13,905.00",4.52,Chicago,Spanish,787,9781,3,Fashionistas,2021-07-21
72838,Innovate Industries,Search,All Ages,30 days,Google Ads,0.08,"$16,369.00",6.98,Houston,German,976,6547,2,Fashionistas,2021-07-22
72839,Alpha Innovations,Display,Men 25-34,60 days,Instagram,0.06,"$14,746.00",2.11,Los Angeles,Spanish,520,9846,10,Tech Enthusiasts,2021-07-23
72840,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.13,"$5,897.00",5.04,Houston,German,376,9219,9,Fashionistas,2021-07-24
72841,TechCorp,Display,Men 18-24,30 days,Instagram,0.1,"$8,680.00",7.87,Miami,French,678,7144,8,Tech Enthusiasts,2021-07-25
72842,DataTech Solutions,Social Media,Women 35-44,60 days,Email,0.03,"$17,975.00",2.35,Los Angeles,Mandarin,288,3534,7,Outdoor Adventurers,2021-07-26
72843,DataTech Solutions,Search,Men 25-34,45 days,Website,0.04,"$10,420.00",5.84,Houston,German,751,3570,1,Outdoor Adventurers,2021-07-27
72844,Alpha Innovations,Search,Women 25-34,30 days,Email,0.11,"$11,042.00",7.96,New York,French,806,6986,1,Tech Enthusiasts,2021-07-28
72845,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.15,"$6,707.00",4.58,Miami,German,120,7857,7,Outdoor Adventurers,2021-07-29
72846,Innovate Industries,Social Media,Women 35-44,60 days,Google Ads,0.08,"$12,665.00",7.88,Chicago,Mandarin,247,9823,9,Foodies,2021-07-30
72847,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,0.08,"$5,659.00",6.25,New York,English,271,7883,5,Fashionistas,2021-07-31
72848,Alpha Innovations,Search,Women 25-34,30 days,Google Ads,0.09,"$15,754.00",3.32,Houston,Spanish,841,9323,6,Outdoor Adventurers,2021-08-01
72849,Alpha Innovations,Email,Men 25-34,45 days,Google Ads,0.13,"$14,811.00",7.72,Chicago,French,390,3112,8,Tech Enthusiasts,2021-08-02
72850,Innovate Industries,Social Media,Women 35-44,15 days,Email,0.02,"$7,568.00",7.74,Chicago,Mandarin,802,5673,8,Tech Enthusiasts,2021-08-03
72851,DataTech Solutions,Social Media,Men 25-34,30 days,Facebook,0.04,"$14,443.00",4.89,Miami,Spanish,199,3768,1,Foodies,2021-08-04
72852,Innovate Industries,Display,Men 25-34,15 days,Website,0.11,"$19,338.00",4.04,Houston,Mandarin,135,9922,6,Fashionistas,2021-08-05
72853,TechCorp,Email,Women 25-34,15 days,Google Ads,0.1,"$6,171.00",5.44,New York,Mandarin,925,1277,8,Health & Wellness,2021-08-06
72854,TechCorp,Email,Women 35-44,30 days,Facebook,0.09,"$13,399.00",5.51,Chicago,Mandarin,859,5200,9,Health & Wellness,2021-08-07
72855,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.07,"$19,340.00",3.08,Los Angeles,English,503,3362,3,Health & Wellness,2021-08-08
72856,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.04,"$9,491.00",2.3,Houston,Spanish,677,3629,4,Tech Enthusiasts,2021-08-09
72857,Innovate Industries,Social Media,All Ages,30 days,Email,0.14,"$16,881.00",4.72,New York,French,142,9226,4,Fashionistas,2021-08-10
72858,NexGen Systems,Email,Women 25-34,30 days,Facebook,0.08,"$13,466.00",5.3,Los Angeles,Spanish,720,7925,1,Health & Wellness,2021-08-11
72859,Innovate Industries,Influencer,Women 25-34,30 days,Email,0.1,"$14,929.00",7.18,New York,Mandarin,308,5518,5,Health & Wellness,2021-08-12
72860,NexGen Systems,Search,Women 25-34,45 days,Email,0.09,"$9,064.00",3.77,Chicago,German,796,4031,9,Tech Enthusiasts,2021-08-13
72861,TechCorp,Email,Men 25-34,60 days,Instagram,0.08,"$14,619.00",6.44,Chicago,Mandarin,160,7770,9,Fashionistas,2021-08-14
72862,DataTech Solutions,Display,Men 25-34,30 days,Facebook,0.02,"$14,565.00",5.39,Miami,French,947,1720,2,Tech Enthusiasts,2021-08-15
72863,DataTech Solutions,Email,Men 25-34,15 days,YouTube,0.14,"$6,653.00",2.32,Houston,German,423,7369,10,Fashionistas,2021-08-16
72864,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.11,"$6,570.00",6.37,Los Angeles,Spanish,591,3298,6,Fashionistas,2021-08-17
72865,NexGen Systems,Search,Women 25-34,60 days,YouTube,0.11,"$7,919.00",5.67,Houston,French,225,4986,1,Fashionistas,2021-08-18
72866,DataTech Solutions,Display,Men 18-24,45 days,Facebook,0.07,"$12,959.00",4.95,Miami,French,917,9372,2,Health & Wellness,2021-08-19
72867,Innovate Industries,Influencer,Women 25-34,15 days,Website,0.13,"$17,215.00",5.09,New York,Mandarin,823,8673,2,Health & Wellness,2021-08-20
72868,NexGen Systems,Display,All Ages,15 days,YouTube,0.14,"$10,574.00",6.73,New York,Spanish,913,3775,10,Tech Enthusiasts,2021-08-21
72869,Alpha Innovations,Display,All Ages,45 days,Website,0.13,"$16,938.00",5.79,New York,Spanish,298,2052,3,Health & Wellness,2021-08-22
72870,Alpha Innovations,Search,All Ages,30 days,Instagram,0.13,"$17,043.00",3.77,Chicago,French,583,5835,4,Fashionistas,2021-08-23
72871,TechCorp,Email,Women 25-34,15 days,Facebook,0.13,"$19,236.00",6.09,Houston,German,766,9726,6,Health & Wellness,2021-08-24
72872,TechCorp,Display,Men 18-24,45 days,Google Ads,0.03,"$16,566.00",4.79,Chicago,Mandarin,399,6024,6,Foodies,2021-08-25
72873,NexGen Systems,Display,Men 18-24,30 days,YouTube,0.03,"$13,075.00",7.13,New York,French,884,8583,1,Outdoor Adventurers,2021-08-26
72874,TechCorp,Influencer,Men 18-24,45 days,YouTube,0.09,"$14,412.00",4.25,Houston,English,968,1262,10,Tech Enthusiasts,2021-08-27
72875,DataTech Solutions,Influencer,All Ages,60 days,Email,0.01,"$13,461.00",3.14,Houston,Spanish,270,7137,5,Foodies,2021-08-28
72876,Alpha Innovations,Search,All Ages,45 days,YouTube,0.02,"$9,656.00",6.33,New York,Mandarin,349,1791,7,Health & Wellness,2021-08-29
72877,Innovate Industries,Display,Women 35-44,15 days,Website,0.09,"$14,847.00",7.92,Chicago,French,976,1208,4,Outdoor Adventurers,2021-08-30
72878,Innovate Industries,Display,Women 25-34,60 days,YouTube,0.06,"$8,113.00",3.75,Miami,English,219,8728,1,Tech Enthusiasts,2021-08-31
72879,DataTech Solutions,Display,All Ages,15 days,YouTube,0.11,"$10,293.00",4.98,New York,Mandarin,959,2326,7,Health & Wellness,2021-09-01
72880,Innovate Industries,Email,Men 18-24,45 days,Email,0.06,"$5,601.00",3.92,Miami,English,825,8271,2,Outdoor Adventurers,2021-09-02
72881,TechCorp,Email,All Ages,30 days,Email,0.01,"$6,450.00",4.44,Houston,Spanish,391,5344,6,Tech Enthusiasts,2021-09-03
72882,TechCorp,Email,Men 25-34,45 days,Facebook,0.05,"$5,446.00",7.53,Chicago,German,851,9849,6,Foodies,2021-09-04
72883,NexGen Systems,Influencer,All Ages,60 days,YouTube,0.11,"$10,637.00",4.78,Houston,German,210,3230,7,Health & Wellness,2021-09-05
72884,Innovate Industries,Display,Women 25-34,60 days,Email,0.08,"$6,045.00",2.98,Miami,Mandarin,835,2153,9,Fashionistas,2021-09-06
72885,NexGen Systems,Search,Women 35-44,15 days,Instagram,0.09,"$11,652.00",2.26,Chicago,French,981,9719,10,Outdoor Adventurers,2021-09-07
72886,Alpha Innovations,Social Media,All Ages,60 days,Email,0.12,"$15,047.00",7.95,Los Angeles,German,993,3791,10,Outdoor Adventurers,2021-09-08
72887,Alpha Innovations,Influencer,Men 18-24,45 days,Instagram,0.05,"$10,782.00",6.98,Chicago,French,260,3471,8,Health & Wellness,2021-09-09
72888,Alpha Innovations,Display,Women 35-44,30 days,Instagram,0.04,"$13,232.00",2.32,Miami,French,154,5110,4,Fashionistas,2021-09-10
72889,DataTech Solutions,Social Media,All Ages,30 days,Email,0.1,"$10,812.00",4.71,Chicago,Spanish,882,7655,7,Outdoor Adventurers,2021-09-11
72890,DataTech Solutions,Search,Women 25-34,60 days,Facebook,0.05,"$17,862.00",7.51,Chicago,Spanish,683,3565,1,Fashionistas,2021-09-12
72891,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.07,"$7,567.00",4.53,Los Angeles,French,448,7080,10,Foodies,2021-09-13
72892,TechCorp,Search,Women 25-34,30 days,Instagram,0.09,"$5,387.00",7.99,New York,English,504,6330,5,Outdoor Adventurers,2021-09-14
72893,NexGen Systems,Influencer,Women 25-34,15 days,Email,0.12,"$14,552.00",2.52,Los Angeles,English,330,8142,10,Tech Enthusiasts,2021-09-15
72894,NexGen Systems,Search,Women 25-34,30 days,Email,0.08,"$16,366.00",6.68,Chicago,Spanish,199,4330,10,Outdoor Adventurers,2021-09-16
72895,Alpha Innovations,Influencer,Men 18-24,15 days,Email,0.14,"$13,251.00",5.65,New York,French,512,4172,10,Foodies,2021-09-17
72896,DataTech Solutions,Search,Men 25-34,30 days,Facebook,0.05,"$8,042.00",5.04,Chicago,German,365,3683,10,Tech Enthusiasts,2021-09-18
72897,Alpha Innovations,Email,Men 25-34,30 days,Facebook,0.07,"$12,526.00",7.81,Miami,Mandarin,284,8727,7,Health & Wellness,2021-09-19
72898,Alpha Innovations,Email,Women 25-34,30 days,YouTube,0.02,"$14,263.00",7.87,Miami,Mandarin,794,1062,2,Outdoor Adventurers,2021-09-20
72899,Alpha Innovations,Display,Men 25-34,60 days,Facebook,0.01,"$8,933.00",7.48,New York,German,675,1576,9,Outdoor Adventurers,2021-09-21
72900,TechCorp,Search,Women 35-44,60 days,Email,0.01,"$18,913.00",4.13,Los Angeles,German,871,1736,8,Fashionistas,2021-09-22
72901,DataTech Solutions,Email,Women 25-34,30 days,Google Ads,0.1,"$5,578.00",6.23,Los Angeles,Spanish,335,8344,7,Foodies,2021-09-23
72902,Alpha Innovations,Influencer,Men 25-34,15 days,Google Ads,0.02,"$11,801.00",5.73,Houston,Mandarin,619,3191,9,Foodies,2021-09-24
72903,NexGen Systems,Influencer,Women 25-34,30 days,Google Ads,0.08,"$9,998.00",6.36,New York,English,101,6183,8,Outdoor Adventurers,2021-09-25
72904,TechCorp,Display,Men 18-24,45 days,Facebook,0.08,"$11,735.00",5.36,Miami,German,777,8343,1,Foodies,2021-09-26
72905,NexGen Systems,Influencer,Women 35-44,45 days,Email,0.04,"$10,124.00",5.55,Houston,French,506,5507,7,Fashionistas,2021-09-27
